用户id,游戏1,平台1,游戏2,平台2,游戏3,平台3,游戏4,平台4,游戏5,平台5,游戏6,平台6,游戏7,平台7,游戏8,平台8
1,特工使命,享玩,八向箭头,聚享游,红心斗地主,爱变现,欢乐消水果,多游
2,幻想小勇士,聚享游,功夫鸡,享玩,疯狂水果,多游,勇者阿信,爱变现
3,醉天下,享玩,麻小宝,聚享游,奇奇乐捕鱼,多游,水果武士,爱变现
4,聚乐斗地主或美女斗地主,享玩,暴击联盟,聚享游,疯狂水果城,爱变现,小猪酷跑,多游
5,聚乐斗地主或美女斗地主,聚享游,别吃鸡,享玩,西游战记,多游,疯狂水果,爱变现
6,西游战记,享玩,聚乐斗地主或美女斗地主,聚享游,水果武士,多游,勇者阿信,爱变现
7,梦幻水果,享玩,小猪酷跑,聚享游,别吃鸡,多游,水果盛宴大狂欢,爱变现
8,暴击联盟,聚享游,八向箭头,享玩,疯狂的拍打,多游,天天捕鱼电玩版,爱变现
9,红心斗地主,享玩,醉天下,聚享游,八向箭头,多游,疯狂水果,爱变现
10,爱玩斗地主,享玩,暴击联盟,聚享游,捕鱼来了街机版,多游,别吃鸡,爱变现
11,醉天下,享玩,水果联盟,聚享游,特工使命,多游,聚乐斗地主或美女斗地主,爱变现
12,梦幻水果,享玩,水果联盟,聚享游,西游战记,多游,聚乐斗地主或美女斗地主,爱变现
13,天天捕鱼电玩版,享玩,欢乐水果,聚享游,全民捕鱼电玩城,多游,水果武士,爱变现
14,梦幻千炮捕鱼,享玩,聚乐斗地主或美女斗地主,聚享游,特工使命,多游,触玩斗地主,爱变现
15,疯狂水果城,聚享游,梦幻千炮捕鱼,享玩,红心斗地主,爱变现,大富翁电玩捕鱼,多游
16,疯狂水果城,享玩,暴击联盟,聚享游,疯狂的拍打,爱变现,红心斗地主,多游
17,别吃鸡,享玩,6677捕鱼,爱变现,八向箭头,聚享游,醉天下,多游
18,红心斗地主,享玩,水果联盟,聚享游,奇奇乐捕鱼,爱变现,触玩斗地主,多游
19,天天捕鱼电玩版,享玩,梦幻水果,聚享游,红心斗地主,爱变现,西游战记,多游
20,幻想小勇士,享玩,疯狂的拍打,聚享游,水果联盟,爱变现,水果武士,多游
21,醉天下,享玩,幻想小勇士,聚享游,红心斗地主,爱变现,大富翁电玩捕鱼,多游
22,梦幻水果,享玩,小猪酷跑,聚享游,6677捕鱼,爱变现,暴击联盟,多游
23,特工使命,享玩,疯狂水果,聚享游,6677捕鱼,爱变现,水果武士,多游
24,疯狂的拍打,享玩,特工使命,聚享游,水果联盟,爱变现,疯狂水果,多游
25,天天捕鱼电玩版,享玩,疯狂的拍打,爱变现,暴击联盟,聚享游,别吃鸡,多游
26,聚乐斗地主或美女斗地主,享玩,疯狂水果,爱变现,天天捕鱼电玩版,聚享游,特工使命,多游
27,疯狂的拍打,享玩,醉天下,爱变现,功夫鸡,聚享游,疯狂水果,多游
28,特工使命,享玩,6677捕鱼,爱变现,奇奇乐捕鱼,聚享游,梦幻千炮捕鱼,多游
29,天天捕鱼电玩版,享玩,6677捕鱼,爱变现,水果联盟,聚享游,触玩斗地主,多游
30,欢乐水果,享玩,天天捕鱼电玩版,爱变现,勇者阿信,聚享游,疯狂水果城,多游
31,幻想小勇士,享玩,水果盛宴大狂欢,爱变现,水果联盟,聚享游,水果武士,多游
32,八向箭头,享玩,6677捕鱼,爱变现,西游战记,聚享游,小猪酷跑,多游
33,水果武士,享玩,醉天下,爱变现,麻小宝,聚享游,爱玩斗地主,多游
34,水果武士,享玩,奇奇乐捕鱼,爱变现,聚乐斗地主或美女斗地主,聚享游,捕鱼来了街机版,多游
35,幻想小勇士,享玩,天天捕鱼电玩版,爱变现,欢乐消水果,聚享游,八向箭头,多游
36,功夫鸡,享玩,水果武士,爱变现,勇者阿信,聚享游,特工使命,多游
37,疯狂水果,享玩,梦幻水果,爱变现,聚乐斗地主或美女斗地主,聚享游,疯狂的拍打,多游
38,爱玩斗地主,享玩,红心斗地主,爱变现,疯狂水果城,聚享游,水果联盟,多游
39,欢乐消水果,享玩,奇奇乐捕鱼,爱变现,疯狂水果,聚享游,梦幻千炮捕鱼,多游
40,欢乐消水果,爱变现,疯狂水果,享玩,勇者阿信,聚享游,奇奇乐捕鱼,多游
41,触玩斗地主,享玩,暴击联盟,爱变现,欢乐消水果,聚享游,西游战记,多游
42,暴击联盟,享玩,红心斗地主,爱变现,水果联盟,聚享游,欢乐消水果,多游
43,水果联盟,享玩,奇奇乐捕鱼,爱变现,西游战记,聚享游,别吃鸡,多游
44,暴击联盟,享玩,奇奇乐捕鱼,爱变现,水果联盟,聚享游,全民捕鱼电玩城,多游
45,梦幻水果,爱变现,水果联盟,享玩,幻想小勇士,聚享游,聚乐斗地主或美女斗地主,多游
46,醉天下,爱变现,触玩斗地主,享玩,水果武士,聚享游,别吃鸡,多游
47,别吃鸡,爱变现,疯狂水果,聚享游,水果盛宴大狂欢,享玩,西游战记,多游
48,聚乐斗地主或美女斗地主,爱变现,勇者阿信,聚享游,西游战记,享玩,触玩斗地主,多游
49,疯狂水果城,爱变现,红心斗地主,享玩,疯狂水果,聚享游,奇奇乐捕鱼,多游
50,水果盛宴大狂欢,爱变现,天天捕鱼电玩版,聚享游,疯狂水果城,享玩,疯狂水果,多游
51,欢乐水果,爱变现,爱玩斗地主,聚享游,水果联盟,享玩,大富翁电玩捕鱼,多游
52,聚乐斗地主或美女斗地主,爱变现,麻小宝,聚享游,疯狂水果,享玩,水果联盟,多游
53,触玩斗地主,爱变现,特工使命,聚享游,欢乐消水果,享玩,奇奇乐捕鱼,多游
54,奇奇乐捕鱼,爱变现,西游战记,享玩,爱玩斗地主,聚享游,全民捕鱼电玩城,多游
55,别吃鸡,爱变现,疯狂的拍打,聚享游,聚乐斗地主或美女斗地主,享玩,捕鱼来了街机版,多游
56,勇者阿信,爱变现,水果武士,聚享游,水果盛宴大狂欢,享玩,疯狂的拍打,多游
57,天天捕鱼电玩版,爱变现,水果盛宴大狂欢,聚享游,特工使命,享玩,幻想小勇士,多游
58,醉天下,爱变现,特工使命,聚享游,水果联盟,享玩,幻想小勇士,多游
59,欢乐消水果,爱变现,梦幻水果,聚享游,麻小宝,享玩,暴击联盟,多游
60,勇者阿信,爱变现,水果武士,聚享游,别吃鸡,享玩,醉天下,多游
